RegionID,RegionName,StateName,SizeRank,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
2596,Waukesha County,Wisconsin,146,,,230800,235800,230200,225700,227300,231300,232800,230900,227200,225500,2.27E+05,228100,226400,224300,227400,233800,236400,2.4E+05,2.41E+05,243200,245600,244700,243400,2.45E+05,245600,247100,243900,243700,244100,245800,245900,2.46E+05,248200,2.51E+05,250500,249800,248900,253800,255600,257200,254100,252200,253500,256800,256200,257700,257400,259900,259800,267300,268700,269900,264400,265500,261500,259700,259600,270900,276700,277800,272900,274500,277900,280300,278100,277800,275200,274700,275600,2.81E+05,299200,
2507,Richland County,South Carolina,147,115100,126800,121200,122300,116700,1.23E+05,1.19E+05,121400,120800,121900,117500,116600,109100,109300,108400,113800,117800,124500,126800,123800,117800,115700,117400,119400,123200,122100,127600,125500,1.28E+05,124500,124800,123300,123800,127300,125800,122100,122500,128300,1.29E+05,126400,124400,1.26E+05,129700,129100,129600,128500,131400,1.34E+05,131600,128300,127300,131500,131700,125900,124300,127100,132600,1.31E+05,132800,133500,151300,153700,157200,143100,139600,134200,133500,133900,139700,141400,142100,142700,147300,
1981,Pulaski County,Arkansas,148,1.54E+05,155800,159600,152700,1.52E+05,151900,153200,156500,155200,148800,141100,138600,139100,139200,136800,139800,138500,141800,141300,143500,141100,142600,1.38E+05,1.39E+05,136200,140800,1.44E+05,145500,148400,145900,148200,145800,148500,146700,146400,1.46E+05,146600,150900,1.5E+05,149100,145800,141700,140700,139500,139900,141700,143300,143900,145800,156100,156900,155600,140800,142800,139800,140900,139700,140900,144500,144900,145200,153600,154900,153900,145700,142400,1.44E+05,140200,138200,138300,141700,145800,148800,1.6E+05
2528,Sarasota County,Florida,149,152800,153200,156700,164200,168700,1.64E+05,163800,163900,167600,170300,172200,172800,172200,172100,174200,175300,175900,175600,178800,180900,183800,183500,1.83E+05,179700,175600,178900,182500,190200,191800,197400,196500,198500,196900,197400,199600,204300,212400,215500,216200,213700,215100,216100,219700,222700,221300,218100,215800,218900,223900,226800,226900,2.28E+05,226200,228800,2.3E+05,230600,232100,235300,240500,241400,239400,241800,248300,250400,248900,241300,241900,245100,252300,252800,255800,2.52E+05,250200,
2661,Clackamas County,Oregon,150,260200,261400,263700,2.59E+05,268100,273800,2.81E+05,281900,282100,282400,284400,280600,281700,281100,291600,2.87E+05,292900,289100,294700,290300,2.97E+05,299400,301400,299100,301300,293200,292800,294600,3.1E+05,3.15E+05,318400,319200,320500,321700,323600,326700,329200,3.32E+05,336500,339700,342400,3.44E+05,346700,3.52E+05,355100,358600,360400,361900,366700,3.69E+05,3.73E+05,375900,376200,378900,380600,384500,388200,392400,394900,396700,407400,402400,3.98E+05,387300,399100,406300,407900,406900,406200,408600,4.13E+05,419500,419700,419400
685,Pinal County,Arizona,151,126700,128800,128800,130800,130200,131700,132500,135300,137800,140200,140200,140800,140700,140400,140800,140500,141600,142300,143200,143100,140900,141100,145500,148100,1.5E+05,149200,150400,151200,153200,153800,153600,151800,152700,153600,153800,155500,156400,157900,157900,159500,161100,161800,163400,164800,166100,166300,1.68E+05,168300,169900,170100,1.72E+05,172900,175300,176700,178700,179400,179800,182100,183200,185300,185800,187900,190300,192600,193900,197700,201300,204800,204300,202900,203300,204400,206400,207400
730,Stark County,Ohio,152,,,,,,,,,,,,99700,95300,9.7E+04,98900,107500,109900,110700,108900,109200,110700,111200,112700,108400,1.1E+05,108300,110300,1.08E+05,106900,1.08E+05,110400,1.12E+05,111100,111500,109600,110800,108200,107400,108300,111200,115200,115400,115300,114100,1.12E+05,111700,112700,1.19E+05,119800,122800,119600,1.19E+05,117700,116800,116300,114800,117500,119300,124100,125800,128400,121500,1.18E+05,114800,1.2E+05,120200,1.21E+05,120800,121700,124300,124600,127500,116400,122200
1290,Orange County,New York,153,207100,207500,206300,210200,2.2E+05,222400,226100,220700,211300,207800,2.08E+05,211900,202600,201200,191500,196900,195500,200200,2.05E+05,202900,207300,202800,202700,197800,198900,204800,206100,209700,201600,199600,1.95E+05,198800,201700,201900,201900,2.01E+05,2E+05,198200,198600,202200,207700,209300,206100,205800,207400,212500,205400,204900,206300,213900,213500,210600,207200,210400,211200,215700,214800,218700,223500,227900,232800,231700,2.24E+05,217500,2.22E+05,232700,2.37E+05,235300,238100,237600,237100,230800,,
904,Butler County,Ohio,154,,,,,,,,,,,1.25E+05,127900,124600,127500,129800,133500,132700,134700,138200,139900,138400,139100,140500,137400,127800,116400,117200,128500,137800,139200,136200,136800,1.41E+05,142200,141900,142800,143600,144700,147500,1.47E+05,150100,146800,151800,146300,146700,146500,154800,155900,156100,155700,155700,155700,156600,156500,155700,154600,155200,155300,160300,160100,160700,157200,164900,168300,171900,164800,160300,157100,160400,164700,170400,174100,177200,
1201,Mercer County,New Jersey,155,221600,209500,208700,202200,213600,213400,217900,212300,217800,217200,214700,217800,211500,216600,207400,219800,218100,220100,217900,222900,220600,206700,205700,214900,221700,217200,228700,2.27E+05,224500,210900,217800,220800,216800,214100,206100,201900,2.05E+05,213200,218900,210200,201100,200600,204600,208400,204100,204100,203800,202900,198100,198500,204400,211900,211200,204700,198800,199300,204100,206700,211600,205500,2.12E+05,205500,211400,199200,194700,202300,201400,201600,191200,1.91E+05,193900,197400,2.01E+05,
3200,Westmoreland County,Pennsylvania,156,,,111100,1.09E+05,108800,113300,112600,111400,1.07E+05,106200,104400,103100,1.08E+05,112600,116300,111900,109100,106500,108700,1.12E+05,114300,115900,108400,109800,106400,109700,115900,118100,121700,114100,113500,113600,114500,113300,113600,116200,116600,115700,111200,113600,114100,115700,116200,115200,116500,114800,1.16E+05,1.14E+05,117400,125300,129800,127600,118300,117400,117800,1.18E+05,117100,120300,122400,123300,120400,123100,1.25E+05,127600,124500,123800,123300,120100,119900,117600,122100,126800,1.33E+05,146200
3223,Saint Charles County,Missouri,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183900,182900,181700,181500,182900,185600,186100,185700,184600,184500,183200,183300,183400,183400,184300,185500,186700,186900,189700,190400,191100,191200,192700,194200,194800,198200,195200,198100,195800,200400,200200,201700,203400,204800,202400,205600,206300,212200,208100,208100,204900,207200,
367,Allen County,Indiana,158,,,,,,,,,,,,,,,,,117200,118200,120300,120200,120500,118900,120200,117300,118600,118700,119700,120100,1.22E+05,124100,123300,123500,123200,117500,117500,118800,127500,129200,130800,129900,127500,124900,1.24E+05,126700,129500,131700,128700,130900,131400,1.32E+05,129100,129500,130300,130200,130900,1.32E+05,1.33E+05,132500,1.35E+05,139500,139700,140100,137700,137700,1.38E+05,138800,140300,142200,1.43E+05,144400,145300,147400,1.46E+05,
231,Lane County,Oregon,159,188900,192500,189800,193800,195300,204900,205600,209800,208100,205200,202700,202400,206200,212400,211300,210600,206800,2.1E+05,210100,206900,207200,207900,212300,214500,215900,213300,214500,215700,215500,213600,2.16E+05,219600,219600,219700,218600,222700,223600,228900,229600,229500,229500,230100,231500,231700,233200,236800,2.39E+05,241100,241900,246600,247600,247900,247600,248600,249700,252300,257500,261500,262500,259100,259800,269400,272200,275400,267100,273200,275400,280300,281200,2.83E+05,281400,286500,287400,298900
1712,Forsyth County,North Carolina,160,,,,,,,,,,,,,120200,122800,122900,122300,122500,124600,124600,123700,122700,122400,122100,125400,1.28E+05,129500,134700,133100,132200,126100,130900,127800,126800,122500,126800,124200,126100,124700,130300,131200,132900,132300,1.33E+05,136800,140100,141900,138100,137600,1.37E+05,136600,141500,143400,146700,1.4E+05,138800,137100,140200,140800,144100,144200,144600,141100,147300,151100,155200,147800,145900,145900,148700,149900,151900,154400,1.53E+05,148400
2897,Charleston County,South Carolina,161,2.46E+05,246900,247300,246900,2.43E+05,244600,251200,265300,272800,269700,265900,257900,258200,251600,254400,259400,2.62E+05,257500,2.53E+05,250800,253100,255100,269700,264700,264500,258600,258700,2.64E+05,262400,269100,265500,269500,273400,277700,2.75E+05,276100,271500,272600,273900,276100,281600,278700,278400,272700,2.75E+05,281900,275400,277300,279700,289700,285800,281100,282300,293100,299800,300500,291600,285900,288700,299900,311900,322200,324600,325600,318700,315100,309300,3.07E+05,305700,303400,299400,298500,300700,
1146,Lehigh County,Pennsylvania,162,155800,156500,149800,149400,148900,150800,152200,152900,153300,153100,151600,150600,146900,153100,151700,154900,149900,150300,152100,152700,155400,154300,155800,154200,155200,145700,147900,143800,151700,150800,155200,153300,1.52E+05,152100,152400,155800,149800,153100,157100,164400,162700,160200,159400,161200,160700,161600,163500,163600,1.64E+05,1.62E+05,164400,166900,166900,165600,161600,162800,1.62E+05,163500,162200,167800,171200,1.75E+05,181800,185700,185100,172900,168200,1.68E+05,169500,170900,171100,173900,174600,
1325,Placer County,California,163,299100,297500,307400,322500,331700,340400,345700,349300,349300,347200,352100,356800,357500,3.61E+05,359500,360700,360600,361300,365500,365700,372600,376500,374600,376300,375500,376500,375800,376700,380700,380300,380400,382900,381200,382400,385100,389600,397700,400800,4.06E+05,404800,406400,404800,408900,412200,415600,421100,424900,426300,424700,424500,430700,439400,443900,447400,442500,4.43E+05,445100,447300,447500,445800,449800,454800,466200,475900,4.84E+05,485100,485600,479900,477400,470700,476800,481600,485500,
2869,Washtenaw County,Michigan,164,185500,176400,172900,167900,176700,179400,183900,186400,190900,196800,194800,195600,192900,192900,184900,187800,187300,195800,195400,1.97E+05,202600,202200,208300,203300,202800,204500,2.1E+05,212800,2.07E+05,205800,210800,2.13E+05,211500,204600,201100,216600,215700,222800,210300,218400,219400,2.21E+05,216700,217300,215500,222300,224500,234400,236400,248700,243900,241300,231800,235200,237500,236900,235300,236100,237900,239100,242600,252900,262700,265600,260100,254100,256200,255900,257600,259800,263300,2.67E+05,266900,
1953,Orleans Parish,Louisiana,165,150100,154400,161600,162400,1.6E+05,163400,1.69E+05,175600,178300,176400,175500,165600,162700,162400,1.73E+05,1.77E+05,176800,176300,176800,185600,186100,184500,181300,184600,178600,182100,183800,195100,190900,202100,1.99E+05,198300,201800,215100,2.26E+05,212200,209300,202900,195300,196800,2.08E+05,225800,225300,219200,220100,212100,214700,217700,233400,237800,235800,235700,238400,236600,239500,234200,232200,224500,215800,231800,2.31E+05,247900,230800,229400,224100,239300,241500,2.46E+05,2.3E+05,233300,229800,245300,246600,
2323,Hamilton County,Tennessee,166,131100,1.27E+05,126900,129300,134600,136900,136300,137200,135200,134500,135300,139200,139200,141200,141500,142800,141200,140500,141900,141900,144800,146600,150200,149800,150200,148900,150900,1.58E+05,159800,157700,153500,154100,155400,150900,149400,149500,154700,156700,158100,158200,162700,1.66E+05,167300,166200,1.68E+05,171700,1.74E+05,172400,171300,171300,182100,190400,189600,187100,180500,184300,179600,1.82E+05,180700,183600,186800,187100,192700,190300,184500,179500,173200,176100,172700,176500,178100,1.78E+05,183300,
1894,Madison County,Alabama,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142100,144400,145400,145300,148800,156300,1.59E+05,155600,1.5E+05,146700,147100,1.49E+05,149900,148300,144300,146100,148900,153800,156800,162800,168800,170200,173400,178600,188700,184100,173500,162500,162100,168100,169900,1.72E+05,169100,168900,178400
1161,Marion County,Florida,168,94500,91600,91900,92300,90300,90900,91700,93900,95100,97400,96900,94700,90800,91500,90600,90700,90300,9.3E+04,94100,9.4E+04,91200,89200,88500,91400,94200,96200,97600,99100,99100,97600,96900,99500,1.03E+05,103800,102900,103700,105500,104900,106800,108300,114100,113400,114900,112100,112400,114600,119300,122300,123700,122400,122400,122300,124100,126900,1.28E+05,128400,1.29E+05,131300,134700,135400,137300,138200,140600,138600,1.39E+05,135500,135100,136400,139300,1.43E+05,146200,151100,155300,156900
373,Anoka County,Minnesota,169,159800,153300,156200,158800,163600,166900,170400,173800,175900,1.79E+05,180200,179600,178200,179900,177500,178800,179100,183800,181900,184300,182400,185900,187400,189900,190900,193400,196800,199700,197800,197600,198300,198300,198300,195400,197400,200600,208900,208400,208900,205300,208600,210700,211600,211600,211800,214200,214400,215700,216400,217500,217100,215400,217200,217800,219500,219700,223100,224900,226100,227700,233200,234900,232500,228500,233200,237500,2.39E+05,239700,237300,244400,245200,251400,2.53E+05,
2552,Somerset County,New Jersey,170,330600,335800,3.38E+05,333500,331900,342500,355900,356400,354600,353500,359500,357200,355500,350600,347100,348200,351700,355700,345300,353500,364700,371100,360300,347400,346900,333800,333600,331700,332200,327700,332900,344400,363600,361800,358600,339200,339300,326500,334500,331100,348200,356400,352500,348200,332700,331200,331100,333300,335600,339200,343300,351500,349700,343200,338600,339700,337800,335600,336200,343400,343200,341400,344800,361300,368200,3.65E+05,351700,350400,359900,354100,354700,348900,357800,
1916,Manatee County,Florida,171,149900,149300,152800,162600,1.7E+05,175400,174500,175500,172200,175800,173500,173400,170600,174300,176900,180300,179400,180300,180800,183100,186500,185300,1.9E+05,189400,191900,193100,199200,204200,207300,206500,208700,210500,215800,217100,219500,218900,223900,222900,222200,221500,224800,228600,232200,2.32E+05,230500,231900,231300,234400,233600,2.36E+05,236700,236900,237700,2.37E+05,240500,243300,245800,246900,251200,259100,264300,271200,2.69E+05,267700,257100,253200,250100,251700,254500,2.48E+05,247600,249300,2.55E+05,
1638,Collier County,Florida,172,218200,220900,224200,235400,232300,236500,237600,244500,238800,242600,2.43E+05,245200,241900,243600,247900,249500,252200,252800,256100,256200,265300,266700,271500,270800,283600,286800,286700,284400,288300,296400,294600,296100,294500,292400,293700,2.94E+05,303500,304900,303100,296600,294600,295100,296200,297600,3.01E+05,303200,302100,3.06E+05,307500,310900,311900,314600,314600,310200,316600,319600,323100,323400,325500,323900,319500,324100,3.39E+05,340400,330700,319200,323200,329200,334700,339800,3.46E+05,340800,328600,320400
1893,Luzerne County,Pennsylvania,173,84800,8.6E+04,79800,84400,80300,80300,81400,88600,89900,89700,83100,82700,71700,71200,71500,79400,79300,8E+04,78200,79700,79900,87200,8.5E+04,83800,80700,77600,78400,79800,84400,85100,85600,88800,86900,84700,81100,79700,80900,80600,8.2E+04,82400,78600,78400,79600,82600,82700,82900,84700,82300,82700,83600,86300,86900,86400,87200,80100,81900,82800,98900,99500,104600,99500,95700,91900,82700,84900,82200,87900,84600,91100,91700,102800,99200,93800,
2912,Cumberland County,North Carolina,174,103900,104900,101900,100300,102700,103200,103300,99500,103600,101100,104900,1.07E+05,108700,104200,99600,1E+05,98300,96600,96200,99800,97300,95200,94600,97100,97500,100100,98900,99800,101700,103300,106600,103100,99900,101100,99800,1.02E+05,101600,103700,107600,108500,108200,106900,107200,112200,112500,114900,111600,112700,107500,109700,107100,107900,1.06E+05,107800,105300,105100,107600,110500,112100,109200,111300,111100,112300,113200,115900,117800,1.15E+05,1.15E+05,1.18E+05,123700,124200,123900,124600,
3269,Saint Louis City,Missouri,175,,,,,,,,,,,,,,,,,,,136200,133900,136400,137400,138600,138700,137600,133700,135100,134200,134500,133600,134700,133900,1.3E+05,128900,125400,124500,122200,120800,122500,122300,126800,1.26E+05,124500,126800,129700,132500,132900,130200,132100,131600,133500,131700,134100,137100,138300,137400,136100,136800,137200,138400,1.42E+05,144300,138800,138200,1.34E+05,138500,132200,132200,134700,134800,130200,126100,1.22E+05,
3158,Chesterfield County,Virginia,176,174800,173300,1.7E+05,170900,173400,178900,1.8E+05,184900,181600,185200,180600,181600,179200,184600,186700,187700,184400,184400,185400,188900,190800,192300,190600,192100,193400,1.96E+05,192700,187800,189800,194600,199900,198600,198600,201100,204700,2.06E+05,205100,199800,201100,200100,202500,201100,2.03E+05,204400,208700,209300,212200,209300,211100,212100,215600,218400,2.17E+05,216600,218200,218800,219200,215200,2.16E+05,217900,221900,225800,222500,222700,218700,224300,2.29E+05,234500,242600,2.46E+05,254700,253200,256300,
1171,Marion County,Oregon,177,,,,,,,,,,,,,,,,,,,,,,,,,,,181700,183200,184500,186700,187600,187500,187400,189400,190200,1.93E+05,195600,199800,198100,200600,202300,208500,206300,210100,212500,218900,221700,2.23E+05,227800,2.29E+05,229400,228300,229600,2.33E+05,230800,233500,236900,241700,244800,248400,254900,261700,262200,2.64E+05,258500,260600,257900,264300,266500,2.7E+05,270800,271600,279700,
2151,Brazoria County,Texas,178,,,,,,,,,,,,,,,,,176700,1.74E+05,175700,176800,179800,178300,180600,180500,182700,181900,183200,184900,1.88E+05,200400,199100,198400,187600,190900,1.92E+05,195300,195100,1.93E+05,189400,1.9E+05,192900,196100,1.97E+05,197300,199800,201500,206400,205700,203600,204200,2.06E+05,210900,210800,2.13E+05,213600,216500,215600,216100,212700,213900,215900,216200,217200,220900,226600,224100,223300,219200,226900,233200,2.38E+05,235800,229200,
1887,Loudoun County,Virginia,179,3.78E+05,384100,389100,397900,397900,406200,409500,4.12E+05,408400,4.04E+05,4E+05,403300,407600,412400,4.11E+05,412900,411500,415100,420700,4.21E+05,411900,403400,403500,406800,410700,409500,413800,411100,412200,407400,410600,408500,412700,415400,417500,416500,415200,412800,422400,424300,427600,419300,418300,420800,425700,429400,434600,433600,437700,4.37E+05,438500,4.4E+05,4.42E+05,443200,436500,436600,438900,4.46E+05,446300,4.48E+05,441700,444500,4.49E+05,453400,453900,449900,453300,454400,459800,462800,470600,471400,471300,
2515,Rockland County,New York,180,,,,,,3.86E+05,380300,377900,378500,384600,377200,374700,370900,374600,372300,370700,3.63E+05,361400,360600,368600,369700,369500,365200,3.73E+05,382600,384900,385300,370200,361300,361700,374800,385800,388600,395400,399500,397600,399900,4.04E+05,405400,391300,392200,402600,419800,412900,409200,401800,405400,405500,406800,404900,404800,408200,410900,405600,409500,4.08E+05,408900,405200,410900,410600,408700,407800,412500,409400,413300,417500,426600,427700,430600,434900,428500,423700,419400,
98,Bell County,Texas,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126100,137400,139600,136600,129100,126500,135300,133600,135600,130100,134300,133800,131200,127600,129700,130400,130900,138300,141700,145100,136900,137300,139100,140100,141300,1.4E+05,140900,141300,1.45E+05,145800,147500,144700,146400,146800,149700,151300,148600,147200,148300,153500,162400,166800,165400,156900,152900,
1922,McHenry County,Illinois,182,143900,143700,147600,144100,142300,139500,146900,149800,154500,157100,160700,158300,160400,162200,167700,162400,164100,163900,171700,171200,171500,167800,1.69E+05,170300,173800,175100,173700,171400,1.69E+05,1.71E+05,173500,171700,169500,164900,157500,159100,156800,162800,159500,165400,1.69E+05,171400,167200,168200,170800,177700,177500,177800,174200,173600,174100,1.8E+05,182200,186200,182800,184800,181100,184400,182800,185100,187400,1.96E+05,199400,200700,196400,198100,196500,200400,198200,202900,209400,212700,217700,218300
1771,Henrico County,Virginia,183,1.87E+05,184600,181600,181900,182600,187200,184200,188400,188800,189700,183900,181100,179800,179800,180700,175900,179500,1.81E+05,191200,1.94E+05,194500,196900,193400,191700,184400,189600,193100,198100,194300,1.99E+05,198100,201100,199900,199200,199600,199500,204300,207400,208100,206900,206900,205700,203100,202100,201100,205300,211100,214500,216100,215600,218800,216400,218400,212800,215800,208700,211200,207600,216100,221100,224100,220100,222900,2.31E+05,236400,233200,225800,220200,221700,227600,234500,235400,2.4E+05,
823,Albany County,New York,184,202400,191600,187900,191100,191900,192900,196100,200200,200900,194500,189100,187600,196600,199800,2.05E+05,194700,187800,183500,186100,192900,194400,197600,197400,1.98E+05,195700,196600,192300,195800,1.97E+05,199300,195900,193100,193900,193300,197100,192700,193300,193100,197100,1.97E+05,1.94E+05,193700,195100,195100,192800,190600,192300,196500,200700,197700,199700,196200,200200,201200,204100,2.06E+05,205600,208900,217500,228400,227800,219600,214600,224600,228300,224700,214500,212900,213600,216900,219400,213500,216700,
1150,Lorain County,Ohio,185,107600,109900,98500,96400,101800,108900,1.13E+05,112400,116100,1.14E+05,1.12E+05,106800,100500,104100,1.1E+05,118900,120900,1.22E+05,1.26E+05,122700,118200,116300,121700,126200,126600,127300,129100,128700,122400,120800,118200,121900,122300,122500,120300,120800,117100,112800,102600,109700,114800,127600,1.25E+05,127600,124400,128100,127600,131400,128600,137200,1.34E+05,135300,127200,129400,129400,129400,128900,130200,132500,131900,132200,136100,136300,140600,139100,142200,139400,135100,135100,132700,137300,140500,144100,
1849,Larimer County,Colorado,186,231300,228800,2.28E+05,228900,228900,229200,231500,237100,241800,242500,2.4E+05,236700,238800,239800,240400,238600,241100,2.44E+05,246900,246800,250300,253800,259800,263800,266800,265700,272400,275300,280300,277900,2.81E+05,283500,285100,286200,288400,2.91E+05,2.95E+05,300200,304300,3.07E+05,308600,312100,314700,317900,319100,321800,323500,3.27E+05,327900,336900,337900,343500,3.41E+05,342600,342700,344300,343800,350400,352700,359100,358100,3.6E+05,3.71E+05,374900,384500,3.76E+05,376200,369100,371200,371500,3.75E+05,3.78E+05,378500,378200
3112,Northampton County,Pennsylvania,187,145600,149500,147100,155500,155300,1.53E+05,149800,156100,1.62E+05,164100,160400,1.63E+05,162900,152400,148500,144900,157900,160600,167300,165100,163500,159700,162100,156900,151300,1.48E+05,158300,165700,168800,165400,164400,163700,161500,161100,158500,158800,160700,162600,163300,162900,162300,163800,163800,165800,166300,165700,169200,1.7E+05,168100,166500,168400,172800,172500,171700,169700,171300,173400,179500,179800,178700,180400,1.79E+05,191500,189300,193700,185400,186200,185300,182900,185300,183100,183500,174100,
2259,Escambia County,Florida,188,109300,114600,121300,113500,106500,103200,107500,111900,110300,110200,110100,110500,100100,101300,100200,107600,108300,111200,112700,114100,1.15E+05,1.17E+05,117400,117500,115200,111900,116400,119900,122800,116800,115100,114800,113600,110800,112200,116700,121100,125300,126200,130800,127700,133400,134400,136800,133900,132400,132300,131100,133900,136600,1.38E+05,136200,135700,135800,138300,139800,143600,144500,145400,144800,146800,148300,1.54E+05,156500,154800,151400,151100,153600,152500,148300,146500,1.51E+05,156700,
219,Lake County,Florida,189,126500,131100,135100,138500,139300,137200,137100,137800,138300,139200,1.41E+05,143200,145600,147800,1.48E+05,148700,146500,146900,146700,147500,148100,147700,148600,148300,149600,149700,151200,151400,155100,157500,160200,159700,160400,161700,164300,163900,169600,167900,170100,165300,168600,169300,171700,174200,175700,178600,177200,180300,181200,185100,190300,191100,191200,185100,186300,189100,193500,194700,201300,208500,222500,225200,231500,220500,216400,209600,212500,213500,212600,214100,216100,219300,225300,
1701,Fayette County,Kentucky,190,138700,137100,136900,1.35E+05,135700,136600,137900,138200,140300,139400,139400,138200,138800,145200,145100,144200,138200,138800,140700,139700,139200,139300,141700,1.43E+05,140500,146800,148600,151500,147500,147900,147400,148500,148900,153900,151800,152900,152500,155600,155900,156500,156100,156600,156100,154800,154900,160300,166600,165700,160800,157100,157500,159500,162300,163400,162500,163300,1.65E+05,166600,165600,169800,171300,174800,173500,174700,173900,173300,170600,170400,170100,172700,177800,181400,181100,182700
2877,Winnebago County,Illinois,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93200,95300,97600,96400,96200,98700,99100,99900,99300,100400,100500,101200,99800,1.01E+05,100400,100200,98800,98600,107300,113600,117800,1.13E+05,107500,106500,103700,104600,106100,1.04E+05,106800,107300,113900,1.11E+05,106900,
1549,Boulder County,Colorado,192,319400,333900,330100,330600,319700,328300,3.28E+05,3.3E+05,3.27E+05,3.3E+05,331100,328700,3.29E+05,338500,339900,337400,320100,319900,326300,341300,340600,341800,3.41E+05,342900,339100,342500,360400,369200,375100,3.64E+05,372200,370400,377800,379600,387700,395700,400700,406300,417600,427400,4.31E+05,431100,431500,435900,435300,430200,433400,424300,437500,440400,453300,454400,457300,463700,462500,464600,469800,475600,464500,463100,462400,4.85E+05,4.97E+05,501900,498200,494100,499400,500200,5.12E+05,517300,514800,519600,507100,533400
2616,Anchorage Borough,Alaska,193,269700,269100,274800,272900,271700,267900,271100,276500,275900,271900,269800,271900,265100,261400,268900,276600,278400,271100,269400,268200,267700,264200,262100,263800,267300,270900,269600,272900,275200,278800,278300,277400,278500,278100,278300,274600,270700,272800,271500,277900,276700,280100,279900,276200,274600,275600,2.87E+05,288600,288200,279300,2.8E+05,276400,273700,271300,268300,264300,266300,2.75E+05,2.82E+05,280300,2.78E+05,275100,276500,272900,277100,272800,279400,280100,282900,275600,275800,273300,272200,286600
2702,Galveston County,Texas,194,,,,,,,,,,,,,,,,,,,,,,,,,,,193500,194600,1.96E+05,1.96E+05,1.96E+05,193100,193100,196600,198200,197700,197400,198700,202900,203200,202300,197900,198200,196500,198600,197700,201800,205800,208800,211700,211200,210500,2.11E+05,216200,219400,223400,225400,223900,220600,215300,215700,215800,2.14E+05,213400,213900,217400,221100,218800,223800,225800,229800,221100,214500,
1101,Howard County,Maryland,195,358600,359200,360600,358500,359800,359600,363200,365100,366500,366100,362700,354500,357700,360200,368200,375800,372100,370800,355900,369100,368700,373400,374300,375800,376900,369100,368300,372100,371500,368100,370400,368100,372800,3.56E+05,360300,367500,3.79E+05,376700,373600,371400,372100,372700,376200,376900,379100,372400,372700,368300,3.77E+05,380700,380500,383400,3.87E+05,3.91E+05,379600,377100,373600,383800,383800,387500,383400,3.83E+05,378900,391500,384300,391400,377200,390700,393200,393500,3.85E+05,379500,384300,386100
1670,Douglas County,Colorado,196,303400,3.12E+05,306200,311200,306700,313400,317600,320200,319800,319300,319900,320300,325100,326700,327300,325400,327300,331400,3.36E+05,341600,345800,348300,353800,362600,367100,365900,365400,366400,367600,366100,366500,369200,372500,381700,386800,390400,386500,3.89E+05,391500,399700,404600,408200,408500,411300,408200,411400,412600,420400,415800,421100,424800,435800,436400,4.36E+05,438600,435100,4.37E+05,437900,441900,445600,448700,463900,4.74E+05,485500,487900,484900,481300,479400,4.77E+05,475300,467700,475100,469100,
2775,Lancaster County,Nebraska,197,148400,140800,1.41E+05,141100,145700,143300,141600,139800,140600,137700,139300,1.41E+05,140900,141200,138600,139700,140700,140300,140200,1.39E+05,1.4E+05,141300,146600,147200,147500,145800,146400,147500,146800,149500,148700,149400,148300,148900,148400,152700,156600,156200,153600,151400,152400,153300,1.54E+05,156100,157200,158700,159900,159100,158600,157800,158300,158300,159700,160500,164700,165100,164900,164600,164900,166200,166400,170400,171900,174600,172500,177800,176500,176600,170800,1.71E+05,178300,183800,1.88E+05,
3141,Spartanburg County,South Carolina,198,93400,95900,96800,96400,98300,97600,101200,98600,99600,96900,98200,99200,100400,93800,93600,92600,101800,99200,102100,103600,106600,110100,107300,109600,1.07E+05,109900,111700,112200,112200,115400,117700,123700,124800,132100,128500,126500,119400,115800,116900,118200,122800,122400,120400,121400,124100,126300,1.3E+05,128500,128300,126800,129600,135400,134900,135300,129900,1.3E+05,130200,134400,139500,145100,147800,153400,153300,151100,142200,135600,135500,1.36E+05,137200,137800,140900,139900,138900,
1110,Ingham County,Michigan,199,76800,72500,68600,71600,77200,7.9E+04,8.2E+04,84300,84600,86200,88600,91100,90100,89600,89200,88400,88800,91300,96400,93800,92700,98800,100900,102800,94800,93400,94900,97200,106700,108100,106400,1.03E+05,101900,104100,105700,1.05E+05,107200,107400,114800,109800,109200,1.05E+05,108700,111900,114200,1.17E+05,114100,116800,117500,122700,1.18E+05,1.2E+05,118800,118500,117300,118900,122900,1.2E+05,121200,119300,127200,131500,133800,126100,117300,111100,113600,113500,116900,1.18E+05,122100,124100,133700,
